,Balance,CreditScore,Age,Tenure,EstimatedSalary,DaysLastTransaction,Geography,Gender,MembershipType,HasCrCard,Exited,Clusters
4348,0.0,652.0,29.0,4.0,121846.81,73.0,France,Female,FullAccess,True,False,2
4349,95022.57,522.0,37.0,3.0,129107.59,28.0,Netherlands,Male,Savings,True,False,0
4350,0.0,648.0,34.0,3.0,54726.43,45.0,France,Female,Savings,True,False,2
4351,0.0,754.0,37.0,6.0,116141.72,0.0,France,Male,Savings,True,False,3
4352,149713.61,669.0,37.0,4.0,124872.42,18.0,Netherlands,Male,OnlineBank,True,True,0
4353,107963.38,648.0,43.0,1.0,186438.86,39.0,Germany,Female,Savings,False,True,5
4354,0.0,763.0,40.0,3.0,134281.11,90.0,Netherlands,Male,FullAccess,True,False,0
4355,0.0,790.0,32.0,3.0,100000.325,57.0,Spain,Male,Savings,True,False,6
4356,0.0,652.0,37.0,7.0,74320.75,23.0,Netherlands,Male,FullAccess,True,False,0
4357,0.0,703.0,43.0,8.0,9704.66,55.0,Netherlands,Male,Savings,True,False,0
4358,102017.25,652.0,33.0,9.0,128600.49,78.0,France,Female,FullAccess,False,False,5
4359,0.0,737.0,44.0,7.0,57898.58,43.0,France,Male,FullAccess,False,False,4
4360,96674.55,793.0,29.0,8.0,192120.66,83.0,Spain,Male,FullAccess,False,False,4
4361,81811.71,652.0,44.0,3.0,100000.325,58.0,Spain,Male,Savings,True,True,6
4362,0.0,751.0,33.0,4.0,117547.76,84.0,Italy,Male,Savings,True,False,6
4363,0.0,579.0,37.0,6.0,26149.25,81.0,Netherlands,Male,FullAccess,True,False,0
4364,122314.39,655.0,36.0,10.0,9181.66,78.0,Germany,Male,Savings,True,False,6
4365,140733.74,614.0,37.0,8.0,166588.76,24.0,Germany,Male,Savings,True,False,6
4366,116933.11,678.0,49.0,2.0,195053.58,42.0,Netherlands,Male,Savings,True,True,0
4367,165445.04,562.0,37.0,5.0,85787.31,87.0,Netherlands,Male,FullAccess,True,False,0
4368,123805.03,711.0,53.0,5.0,102428.51,29.0,Germany,Female,Savings,True,False,2
4369,107548.94,620.0,37.0,0.0,71175.94,76.0,France,Male,Savings,True,False,3
4370,111634.29,437.0,49.0,9.0,166440.32,29.0,Netherlands,Male,Savings,False,False,4
4371,109153.96,691.0,37.0,8.0,148848.76,29.0,Germany,Female,OnlineBank,True,True,2
4372,0.0,652.0,34.0,4.0,140286.69,31.0,Netherlands,Female,FullAccess,True,False,1
4373,86055.17,765.0,34.0,5.0,104220.5,27.0,Germany,Male,FullAccess,True,False,6
4374,98438.23,707.0,51.0,10.0,70778.63,70.0,Germany,Female,Savings,False,True,5
4375,0.0,764.0,29.0,5.0,65868.28,39.0,Italy,Male,FullAccess,True,False,6
4376,144705.87,585.0,32.0,5.0,171482.56,36.0,France,Male,FullAccess,False,False,4
4377,0.0,784.0,31.0,7.0,143204.41,3.0,Italy,Male,FullAccess,True,False,6
4378,91612.91,605.0,41.0,5.0,28427.84,29.0,Netherlands,Male,Savings,True,False,0
4379,0.0,699.0,40.0,2.0,78387.32,58.0,Netherlands,Male,Savings,True,False,0
4380,0.0,544.0,40.0,7.0,161076.92,10.0,France,Male,Savings,False,False,4
4381,192122.84,803.0,32.0,9.0,100000.325,23.0,Netherlands,Female,Savings,True,True,1
4382,179904.0,735.0,41.0,7.0,100000.325,8.0,France,Male,Savings,True,False,3
4383,178058.06,673.0,59.0,5.0,21063.71,10.0,Italy,Male,FullAccess,False,True,4
4384,176166.56,652.0,30.0,2.0,152210.81,12.0,Netherlands,Male,FullAccess,True,False,0
4385,156864.2,652.0,42.0,5.0,88890.75,31.0,Italy,Male,FullAccess,False,False,4
4386,0.0,741.0,44.0,7.0,190534.76,25.0,France,Female,FullAccess,True,False,2
4387,0.0,590.0,30.0,3.0,83090.35,86.0,Netherlands,Male,FullAccess,True,False,0
4388,0.0,809.0,37.0,3.0,141426.78,21.0,Netherlands,Female,FullAccess,False,False,5
4389,0.0,652.0,34.0,2.0,51358.66,13.0,Netherlands,Male,Savings,True,False,0
4390,0.0,540.0,48.0,2.0,88703.04,59.0,France,Male,Savings,True,True,3
4391,0.0,596.0,37.0,6.0,116696.77,72.0,Spain,Female,FullAccess,True,False,2
4392,0.0,407.0,37.0,5.0,100000.325,19.0,Spain,Male,Savings,True,True,6
4393,152335.7,748.0,37.0,5.0,100000.325,53.0,France,Male,Savings,True,True,3
4394,124662.54,562.0,51.0,1.0,65390.46,29.0,Netherlands,Female,Savings,True,True,1
4395,91522.04,734.0,47.0,10.0,138835.91,21.0,Germany,Female,FullAccess,True,False,2
4396,0.0,710.0,45.0,1.0,36154.66,21.0,Netherlands,Male,FullAccess,True,False,0
4397,62052.28,539.0,39.0,6.0,59755.14,3.0,Spain,Female,Savings,False,False,5
4398,107871.72,542.0,32.0,7.0,125302.64,86.0,France,Male,Savings,True,False,3
4399,128039.01,682.0,50.0,10.0,102260.16,5.0,Spain,Female,Savings,True,False,2
4400,114634.63,526.0,33.0,8.0,110114.38,68.0,Spain,Female,FullAccess,True,True,2
4401,56738.47,702.0,26.0,5.0,100442.22,24.0,Italy,Male,FullAccess,True,True,6
4402,90355.12,651.0,34.0,2.0,193597.94,44.0,Netherlands,Male,FullAccess,True,False,0
4403,115725.24,792.0,37.0,5.0,1871.25,73.0,Germany,Male,FullAccess,False,False,4
4404,114327.59,817.0,58.0,3.0,42831.11,20.0,Netherlands,Male,FullAccess,True,False,0
4405,100762.64,674.0,36.0,6.0,182156.86,31.0,Germany,Male,Savings,True,False,6
4406,0.0,641.0,40.0,9.0,151648.66,90.0,France,Female,Savings,False,True,5
4407,89039.9,513.0,39.0,7.0,146738.83,4.0,Netherlands,Male,FullAccess,True,False,0
4408,78829.53,561.0,34.0,1.0,12148.2,11.0,France,Male,Savings,True,False,3
4409,112372.96,627.0,30.0,6.0,118029.09,12.0,Netherlands,Male,Savings,True,False,0
4410,122029.15,652.0,81.0,6.0,50783.88,24.0,Italy,Male,Savings,True,False,6
4411,157829.12,683.0,29.0,0.0,129891.66,70.0,France,Female,Savings,False,False,5
4412,108377.75,420.0,31.0,5.0,9904.63,7.0,Netherlands,Female,FullAccess,True,False,1
4413,95507.12,652.0,54.0,2.0,63213.31,29.0,Italy,Female,Savings,True,False,2
4414,127146.68,505.0,43.0,6.0,137565.87,80.0,Germany,Male,Savings,False,False,4
4415,133811.78,580.0,24.0,1.0,17185.95,54.0,Germany,Male,Savings,True,True,6
4416,121092.47,577.0,36.0,3.0,143783.46,19.0,Netherlands,Male,Savings,False,False,4
4417,144235.73,616.0,37.0,5.0,100000.325,50.0,France,Male,Savings,True,True,3
4418,172478.15,652.0,37.0,9.0,191084.4,65.0,Netherlands,Male,Savings,True,True,0
4419,126477.42,592.0,36.0,1.0,179718.17,88.0,France,Male,Savings,True,False,3
4420,97473.87,528.0,43.0,7.0,159823.16,7.0,Spain,Male,FullAccess,True,False,6
4421,0.0,652.0,53.0,5.0,114110.97,2.0,France,Male,Savings,False,False,4
4422,164003.05,529.0,31.0,2.0,60993.23,13.0,Netherlands,Female,FullAccess,True,False,1
4423,0.0,546.0,47.0,8.0,100000.325,18.0,France,Female,Savings,True,True,2
4424,0.0,753.0,62.0,6.0,136398.9,10.0,France,Female,FullAccess,True,False,2
4425,122486.11,772.0,39.0,4.0,140709.25,29.0,Netherlands,Female,FullAccess,True,False,1
4426,0.0,567.0,36.0,1.0,8555.73,44.0,Italy,Male,FullAccess,False,False,4
4427,53667.44,628.0,45.0,6.0,115022.94,29.0,Germany,Female,Savings,True,False,2
4428,0.0,658.0,20.0,7.0,187638.34,49.0,Netherlands,Male,FullAccess,False,False,4
4429,0.0,679.0,58.0,9.0,3829.13,16.0,Netherlands,Male,Savings,True,False,0
4430,0.0,629.0,34.0,1.0,119357.93,41.0,Spain,Male,Savings,False,False,4
4431,101043.63,731.0,37.0,9.0,192175.52,3.0,Spain,Male,Savings,True,False,6
4432,83501.66,775.0,33.0,3.0,128841.31,80.0,Germany,Male,FullAccess,True,False,6
4433,80462.24,660.0,33.0,2.0,150422.35,35.0,Spain,Male,Savings,True,False,6
4434,0.0,752.0,39.0,3.0,188187.05,44.0,Italy,Male,Savings,True,False,6
4435,109093.41,655.0,37.0,6.0,1775.52,33.0,Netherlands,Male,Savings,True,False,0
4436,140355.6,543.0,46.0,5.0,85086.78,4.0,Italy,Female,Savings,True,False,2
4437,0.0,811.0,42.0,10.0,3797.79,25.0,Netherlands,Male,FullAccess,True,False,0
4438,130170.82,689.0,45.0,0.0,150856.38,43.0,Germany,Male,FullAccess,True,False,6
4439,0.0,531.0,42.0,2.0,100000.325,6.0,France,Female,FullAccess,False,False,5
4440,109542.29,515.0,40.0,0.0,166370.81,27.0,France,Male,Savings,True,False,3
4441,33563.95,466.0,37.0,3.0,178994.13,70.0,France,Female,FullAccess,True,True,2
4442,148795.17,782.0,36.0,1.0,100000.325,21.0,France,Male,FullAccess,True,False,3
4443,0.0,611.0,37.0,5.0,53277.15,10.0,Italy,Male,FullAccess,True,False,6
4444,106405.03,655.0,35.0,1.0,100000.325,4.0,Italy,Female,Savings,True,False,2
4445,0.0,689.0,37.0,2.0,82709.8,27.0,Italy,Male,Savings,True,False,6
4446,128393.29,681.0,30.0,2.0,180593.45,2.0,Spain,Male,Savings,True,False,6
4447,127841.52,643.0,37.0,5.0,172363.41,29.0,Netherlands,Male,Savings,True,False,0
4448,137295.19,617.0,24.0,4.0,91195.12,13.0,France,Female,FullAccess,True,False,2
4449,155828.22,638.0,55.0,2.0,108987.25,6.0,Netherlands,Female,Savings,False,True,5
4450,0.0,743.0,39.0,6.0,44265.28,29.0,France,Male,Savings,True,False,3
4451,144351.86,828.0,25.0,7.0,116613.26,29.0,Netherlands,Female,Savings,True,False,1
4452,106365.29,652.0,35.0,8.0,148527.56,2.0,Netherlands,Male,Savings,True,False,0
4453,127801.88,540.0,35.0,7.0,84239.46,16.0,Italy,Male,Savings,True,False,6
4454,122793.96,652.0,45.0,4.0,100000.325,5.0,Netherlands,Female,Savings,True,False,1
4455,0.0,667.0,23.0,6.0,169669.33,36.0,Spain,Female,Savings,False,True,5
4456,0.0,615.0,30.0,7.0,156346.84,25.0,Netherlands,Male,FullAccess,True,False,0
4457,140916.81,543.0,30.0,4.0,157711.18,67.0,Netherlands,Male,Savings,True,False,0
4458,0.0,553.0,31.0,4.0,89087.4,11.0,Italy,Female,FullAccess,True,False,2
4459,0.0,554.0,37.0,4.0,8742.36,9.0,Netherlands,Male,Savings,True,False,0
4460,0.0,684.0,37.0,4.0,117038.96,75.0,Netherlands,Female,Savings,True,False,1
4461,0.0,652.0,35.0,7.0,164241.67,89.0,Netherlands,Female,FullAccess,True,False,1
4462,93578.68,606.0,37.0,3.0,137720.56,0.0,France,Male,FullAccess,True,True,3
4463,0.0,629.0,40.0,9.0,106.67,31.0,Italy,Male,Savings,True,False,6
4464,0.0,652.0,33.0,8.0,59659.53,1.0,Netherlands,Female,Savings,True,False,1
4465,0.0,794.0,62.0,9.0,173586.63,69.0,Netherlands,Female,OnlineBank,True,True,1
4466,92436.86,554.0,44.0,6.0,126033.9,29.0,France,Female,Savings,True,False,2
4467,167194.36,796.0,52.0,5.0,100000.325,6.0,Germany,Female,Savings,True,True,2
4468,0.0,807.0,36.0,4.0,147007.33,25.0,France,Female,FullAccess,False,False,5
4469,0.0,500.0,37.0,9.0,196261.64,29.0,Netherlands,Male,FullAccess,True,False,0
4470,0.0,722.0,43.0,1.0,100000.325,69.0,Spain,Male,Savings,True,True,6
4471,144470.77,559.0,40.0,7.0,18917.95,27.0,Italy,Female,Savings,True,False,2
4472,130169.27,834.0,68.0,9.0,93112.2,18.0,Netherlands,Female,FullAccess,False,False,5
4473,0.0,754.0,35.0,4.0,9658.41,26.0,Italy,Male,FullAccess,True,False,6
4474,81076.8,590.0,43.0,7.0,100000.325,30.0,Netherlands,Male,FullAccess,True,True,0
4475,0.0,740.0,36.0,7.0,13177.4,1.0,Netherlands,Male,Savings,True,False,0
4476,101465.31,502.0,57.0,3.0,43568.31,33.0,Netherlands,Female,Savings,True,True,1
4477,0.0,733.0,48.0,5.0,117830.57,30.0,Netherlands,Male,Savings,False,False,4
4478,113865.23,755.0,37.0,0.0,117396.25,25.0,Netherlands,Female,FullAccess,True,False,1
4479,0.0,554.0,46.0,5.0,96929.24,7.0,Italy,Female,OnlineBank,False,True,5
4480,120037.96,534.0,36.0,5.0,100000.325,29.0,Netherlands,Male,Savings,True,False,0
4481,0.0,656.0,33.0,4.0,116706.0,35.0,Italy,Male,FullAccess,True,False,6
4482,121205.15,575.0,49.0,7.0,100000.325,20.0,Italy,Male,Sustainable,True,True,6
4483,75408.33,480.0,47.0,8.0,25887.89,37.0,Netherlands,Male,Savings,True,True,0
4484,0.0,652.0,40.0,5.0,122488.59,16.0,France,Male,FullAccess,True,False,3
4485,0.0,672.0,40.0,3.0,113171.61,39.0,France,Male,Savings,True,True,3
4486,0.0,758.0,35.0,5.0,100365.51,29.0,Netherlands,Female,FullAccess,False,False,5
4487,121818.84,682.0,50.0,6.0,124151.37,20.0,France,Male,FullAccess,False,False,4
4488,0.0,501.0,29.0,8.0,112664.24,40.0,Netherlands,Female,FullAccess,True,False,1
4489,141806.0,746.0,34.0,6.0,183494.87,13.0,Germany,Male,FullAccess,True,False,6
4490,61354.14,556.0,51.0,8.0,198810.65,45.0,Netherlands,Female,Savings,True,True,1
4491,124954.94,823.0,53.0,4.0,131259.6,15.0,Italy,Female,Savings,True,True,2
4492,95039.12,491.0,68.0,1.0,116471.14,18.0,Germany,Female,Savings,False,True,5
4493,103417.74,638.0,29.0,9.0,15336.4,28.0,France,Female,Savings,True,False,2
4494,0.0,734.0,45.0,2.0,99593.28,68.0,France,Male,FullAccess,True,False,3
4495,119638.21,745.0,44.0,0.0,34265.08,14.0,Germany,Female,Savings,True,True,2
4496,122689.51,728.0,37.0,3.0,106977.53,45.0,Italy,Male,FullAccess,False,True,4
4497,0.0,626.0,44.0,10.0,164287.86,43.0,France,Male,FullAccess,False,False,4
4498,73179.34,681.0,37.0,8.0,25292.53,4.0,Germany,Male,FullAccess,True,False,6
4499,171913.87,478.0,38.0,4.0,100000.325,83.0,France,Female,Savings,True,True,2
4500,65190.29,536.0,61.0,8.0,64308.49,5.0,Italy,Female,Savings,True,True,2
4501,96863.52,631.0,29.0,5.0,31613.35,20.0,Germany,Female,FullAccess,True,False,2
4502,154983.98,657.0,37.0,5.0,27738.01,75.0,Spain,Male,Savings,True,False,6
4503,106819.65,699.0,37.0,3.0,163570.25,9.0,Netherlands,Male,Savings,False,False,4
4504,126473.33,612.0,63.0,2.0,147545.65,8.0,France,Female,Savings,False,False,5
4505,110570.78,660.0,38.0,5.0,195906.59,90.0,Netherlands,Female,FullAccess,True,False,1
4506,0.0,829.0,50.0,7.0,178458.86,13.0,Netherlands,Male,FullAccess,False,False,4
4507,0.0,652.0,29.0,8.0,156125.72,45.0,Spain,Male,FullAccess,True,False,6
4508,0.0,850.0,33.0,5.0,11159.19,29.0,Italy,Male,FullAccess,True,False,6
4509,0.0,652.0,44.0,5.0,45738.94,47.0,Netherlands,Female,FullAccess,False,False,5
4510,111099.79,652.0,30.0,5.0,140650.19,34.0,France,Male,FullAccess,True,False,3
4511,100913.57,793.0,37.0,3.0,10579.72,60.0,Spain,Male,Savings,False,False,4
4512,0.0,471.0,26.0,8.0,179655.87,29.0,Italy,Male,FullAccess,True,False,6
4513,16893.59,707.0,42.0,2.0,77502.56,5.0,France,Male,Savings,True,False,3
4514,122267.85,784.0,38.0,5.0,145759.93,52.0,Spain,Male,Savings,False,False,4
4515,125685.79,703.0,32.0,1.0,56246.72,10.0,France,Male,Savings,True,False,3
4516,127397.34,704.0,36.0,8.0,100000.325,40.0,Italy,Male,Savings,True,False,6
4517,105271.56,652.0,38.0,0.0,179833.45,22.0,Netherlands,Male,Savings,False,False,4
4518,115265.14,636.0,28.0,2.0,191627.85,83.0,Germany,Female,Savings,False,False,5
4519,0.0,739.0,31.0,1.0,58469.75,12.0,Spain,Male,FullAccess,True,False,6
4520,139542.82,767.0,23.0,2.0,28038.28,23.0,Germany,Male,Savings,False,False,4
4521,111512.75,753.0,46.0,3.0,159576.75,46.0,Germany,Male,OnlineBank,True,True,6
4522,148466.93,714.0,37.0,9.0,151280.96,29.0,Netherlands,Male,FullAccess,False,False,4
4523,0.0,652.0,29.0,4.0,139953.94,29.0,Italy,Male,FullAccess,True,False,6
4524,108155.49,577.0,35.0,4.0,105407.79,38.0,Netherlands,Female,Savings,True,False,1
4525,84622.13,849.0,41.0,10.0,198072.16,21.0,Italy,Male,Savings,True,False,6
4526,0.0,614.0,41.0,7.0,100000.325,48.0,Netherlands,Female,FullAccess,False,False,5
4527,0.0,558.0,47.0,9.0,103787.28,56.0,Netherlands,Female,FullAccess,True,False,1
4528,98590.25,832.0,27.0,10.0,30912.89,34.0,Netherlands,Female,Savings,True,False,1
4529,0.0,567.0,37.0,2.0,78651.55,20.0,France,Male,FullAccess,True,False,3
4530,134980.74,652.0,45.0,8.0,123309.57,29.0,Netherlands,Female,Savings,True,True,1
4531,108078.56,712.0,79.0,5.0,174118.93,23.0,Netherlands,Female,Savings,True,False,1
4532,0.0,655.0,29.0,9.0,85736.26,3.0,Italy,Female,FullAccess,False,False,5
4533,0.0,641.0,42.0,5.0,121138.77,29.0,Netherlands,Female,FullAccess,False,False,5
4534,106836.67,652.0,35.0,5.0,84199.78,53.0,Netherlands,Male,FullAccess,True,False,0
4535,102490.27,472.0,29.0,8.0,181224.56,18.0,Netherlands,Male,Savings,False,False,4
4536,112746.54,644.0,34.0,9.0,141230.07,42.0,Netherlands,Male,FullAccess,False,False,4
4537,125487.89,598.0,38.0,0.0,158111.71,50.0,Netherlands,Male,Savings,False,False,4
4538,142862.21,792.0,25.0,8.0,130639.01,26.0,Spain,Male,Savings,True,False,6
4539,0.0,700.0,37.0,7.0,17040.82,54.0,Netherlands,Female,FullAccess,True,False,1
4540,0.0,616.0,34.0,10.0,25662.27,44.0,France,Male,FullAccess,True,False,3
4541,79388.33,743.0,35.0,6.0,193360.69,21.0,Spain,Male,Savings,True,False,6
4542,0.0,427.0,37.0,5.0,121485.1,22.0,Netherlands,Male,Savings,True,False,0
4543,0.0,731.0,37.0,10.0,162452.65,29.0,Italy,Male,FullAccess,True,False,6
4544,107784.65,610.0,31.0,6.0,141137.53,19.0,France,Female,Savings,True,False,2
4545,142880.28,724.0,41.0,4.0,185541.2,38.0,Italy,Female,OnlineBank,False,True,5
4546,149571.94,653.0,38.0,5.0,118383.18,61.0,Netherlands,Female,Savings,True,False,1
4547,0.0,774.0,49.0,1.0,100000.325,8.0,France,Male,Savings,True,False,3
4548,121537.71,652.0,49.0,8.0,46521.45,47.0,Germany,Male,FullAccess,True,True,6
4549,0.0,740.0,43.0,9.0,199290.68,29.0,Netherlands,Male,Savings,True,True,0
4550,89838.71,543.0,42.0,4.0,85983.54,55.0,Italy,Male,OnlineBank,True,True,6
4551,103399.87,688.0,45.0,9.0,129870.93,51.0,Germany,Male,Savings,False,False,4
4552,0.0,474.0,30.0,9.0,63158.22,29.0,France,Female,FullAccess,False,False,5
4553,0.0,688.0,39.0,0.0,53222.15,43.0,Netherlands,Female,FullAccess,True,True,1
4554,140891.46,650.0,55.0,2.0,179834.45,6.0,Italy,Female,Savings,True,True,2
4555,0.0,610.0,37.0,0.0,114514.64,81.0,France,Male,Savings,True,False,3
4556,89364.91,705.0,46.0,5.0,139162.15,14.0,Spain,Female,Savings,False,False,5
4557,146011.4,669.0,29.0,7.0,50249.16,29.0,France,Female,Savings,False,False,5
4558,0.0,650.0,20.0,8.0,113469.65,29.0,Netherlands,Male,FullAccess,True,False,0
4559,145294.08,550.0,29.0,9.0,147484.13,32.0,Germany,Male,FullAccess,True,False,6
4560,106000.12,595.0,45.0,9.0,191448.96,87.0,Germany,Female,Savings,False,True,5
4561,0.0,572.0,26.0,5.0,119381.41,71.0,Spain,Female,FullAccess,True,False,2
4562,0.0,622.0,58.0,2.0,33277.31,25.0,Netherlands,Female,FullAccess,True,False,1
4563,104508.77,662.0,20.0,9.0,73107.53,79.0,Italy,Male,FullAccess,False,False,4
4564,127539.3,783.0,58.0,3.0,96590.39,29.0,Germany,Female,Savings,True,True,2
4565,0.0,714.0,44.0,7.0,6923.11,0.0,Spain,Male,Savings,False,False,4
4566,96891.46,671.0,51.0,3.0,176403.33,54.0,Germany,Male,Savings,True,True,6
4567,0.0,600.0,32.0,1.0,64349.6,55.0,France,Female,Savings,True,False,2
4568,112712.17,847.0,37.0,9.0,100000.325,67.0,Spain,Female,Savings,True,False,2
4569,119618.42,650.0,55.0,9.0,100000.325,3.0,Netherlands,Male,Savings,True,False,0
4570,0.0,710.0,28.0,6.0,48426.98,55.0,Netherlands,Female,Savings,True,False,1
4571,74963.5,682.0,33.0,8.0,32770.56,1.0,Netherlands,Female,Savings,True,False,1
4572,138023.79,642.0,26.0,1.0,117060.2,0.0,France,Male,FullAccess,False,False,4
4573,0.0,536.0,28.0,4.0,136197.65,30.0,Spain,Female,Savings,True,False,2
4574,185513.67,652.0,47.0,1.0,100000.325,63.0,Netherlands,Female,Savings,True,False,1
4575,185648.56,652.0,60.0,8.0,192156.54,82.0,France,Male,Savings,False,True,4
4576,102286.6,533.0,49.0,1.0,69409.37,31.0,Germany,Female,OnlineBank,True,True,2
4577,128015.83,741.0,38.0,4.0,58440.43,90.0,Germany,Male,Savings,True,False,6
4578,39539.39,757.0,31.0,10.0,192519.39,77.0,Italy,Male,FullAccess,False,False,4
4579,0.0,721.0,40.0,3.0,144874.67,29.0,Netherlands,Male,Savings,True,False,0
4580,77608.46,700.0,37.0,3.0,175373.46,15.0,Italy,Male,FullAccess,True,False,6
4581,141462.13,663.0,26.0,5.0,440.2,82.0,France,Male,Savings,True,False,3
4582,0.0,677.0,35.0,0.0,76637.38,60.0,Spain,Female,FullAccess,False,False,5
4583,131691.33,652.0,27.0,2.0,49480.66,29.0,France,Male,Savings,True,False,3
4584,93833.86,652.0,29.0,5.0,10417.87,22.0,Netherlands,Male,Savings,False,False,4
4585,137933.39,721.0,46.0,5.0,67976.57,13.0,Spain,Female,Savings,True,False,2
4586,105770.14,542.0,54.0,8.0,100000.325,11.0,Spain,Male,Savings,False,True,4
4587,0.0,652.0,38.0,5.0,100000.325,26.0,Spain,Male,FullAccess,False,True,4
4588,166328.65,508.0,38.0,3.0,22614.19,0.0,France,Female,FullAccess,False,False,5
4589,164307.77,652.0,42.0,2.0,48498.19,51.0,Italy,Female,Savings,True,False,2
4590,163965.69,691.0,38.0,9.0,103511.26,19.0,Netherlands,Male,FullAccess,False,False,4
4591,0.0,439.0,66.0,9.0,65535.56,68.0,Netherlands,Female,Savings,True,False,1
4592,118433.94,479.0,37.0,6.0,160060.9,4.0,Spain,Male,Savings,False,False,4
4593,98488.08,850.0,55.0,10.0,155879.57,37.0,Netherlands,Female,Savings,True,True,1
4594,98362.35,717.0,64.0,10.0,21630.21,4.0,Germany,Female,Savings,True,False,2
4595,144237.91,698.0,51.0,6.0,157143.61,57.0,France,Female,Sustainable,True,True,2
4596,0.0,850.0,34.0,6.0,52796.31,20.0,Italy,Male,Savings,True,False,6
4597,0.0,700.0,47.0,4.0,121798.52,86.0,Netherlands,Male,Savings,True,True,0
4598,0.0,774.0,37.0,9.0,10604.48,51.0,Spain,Male,FullAccess,True,False,6
4599,0.0,719.0,48.0,5.0,78563.66,45.0,Spain,Female,FullAccess,False,False,5
4600,0.0,646.0,31.0,5.0,170821.43,8.0,Spain,Male,Savings,True,True,6
4601,134467.26,485.0,25.0,3.0,113266.09,11.0,France,Female,Savings,True,False,2
4602,138515.02,784.0,38.0,1.0,171768.76,18.0,Germany,Male,Savings,True,False,6
4603,128647.98,850.0,32.0,2.0,54416.18,49.0,Netherlands,Male,FullAccess,False,False,4
4604,121858.98,669.0,37.0,9.0,130755.34,86.0,Netherlands,Female,Savings,True,False,1
4605,0.0,731.0,70.0,3.0,141180.66,12.0,Spain,Male,Savings,True,False,6
4606,120108.56,721.0,49.0,1.0,183421.76,14.0,France,Female,Savings,False,False,5
4607,0.0,774.0,35.0,3.0,24400.37,18.0,France,Female,Savings,True,False,2
4608,0.0,585.0,36.0,10.0,180318.6,21.0,Italy,Male,FullAccess,True,False,6
4609,0.0,695.0,29.0,5.0,111565.45,44.0,Netherlands,Female,FullAccess,True,False,1
4610,0.0,729.0,42.0,5.0,2002.5,63.0,Netherlands,Female,FullAccess,False,False,5
4611,0.0,713.0,37.0,3.0,100000.325,34.0,Netherlands,Female,FullAccess,False,False,5
4612,127343.4,555.0,33.0,5.0,121789.3,16.0,Spain,Male,Savings,False,False,4
4613,158633.61,699.0,50.0,0.0,193785.87,73.0,Netherlands,Female,Savings,True,False,1
4614,0.0,587.0,55.0,9.0,64593.07,29.0,Italy,Male,Savings,True,False,6
4615,0.0,762.0,69.0,9.0,100000.325,23.0,Netherlands,Female,Savings,True,False,1
4616,0.0,510.0,44.0,6.0,175518.31,24.0,Italy,Male,FullAccess,True,False,6
4617,0.0,842.0,46.0,9.0,17268.02,35.0,Italy,Male,Savings,False,False,4
4618,0.0,608.0,31.0,7.0,60901.72,35.0,Italy,Male,FullAccess,True,False,6
4619,0.0,850.0,37.0,10.0,100750.03,17.0,Netherlands,Male,FullAccess,True,False,0
4620,0.0,642.0,36.0,4.0,100000.325,29.0,Netherlands,Male,FullAccess,True,False,0
4621,0.0,850.0,33.0,7.0,3510.18,42.0,France,Male,Savings,False,False,4
4622,0.0,455.0,43.0,6.0,81250.79,26.0,Spain,Female,Savings,True,False,2
4623,0.0,726.0,37.0,7.0,91844.14,0.0,Italy,Male,FullAccess,True,True,6
4624,145241.63,652.0,30.0,8.0,80676.83,3.0,Netherlands,Male,Savings,True,False,0
4625,138008.06,651.0,31.0,7.0,129912.74,37.0,Netherlands,Male,FullAccess,True,False,0
4626,0.0,814.0,31.0,4.0,142029.17,1.0,France,Female,FullAccess,True,False,2
4627,0.0,553.0,37.0,5.0,33877.29,29.0,Italy,Male,FullAccess,True,False,6
4628,0.0,800.0,38.0,9.0,78744.39,56.0,Netherlands,Male,Savings,True,False,0
4629,0.0,791.0,34.0,7.0,96734.46,80.0,Netherlands,Male,Savings,True,False,0
4630,127570.93,699.0,29.0,9.0,164756.81,29.0,Italy,Female,Savings,True,False,2
4631,0.0,652.0,28.0,6.0,164394.65,3.0,France,Female,Savings,True,False,2
4632,107812.67,591.0,27.0,5.0,162501.83,15.0,Spain,Female,Savings,False,True,5
4633,91560.58,850.0,22.0,7.0,10541.38,56.0,Italy,Male,FullAccess,False,False,4
4634,121303.77,760.0,34.0,6.0,59325.21,20.0,Netherlands,Male,FullAccess,True,False,0
4635,161546.68,569.0,43.0,8.0,178187.28,26.0,Netherlands,Male,FullAccess,False,False,4
4636,0.0,694.0,38.0,1.0,100000.325,25.0,France,Male,FullAccess,False,False,4
4637,142243.54,728.0,28.0,4.0,33074.51,61.0,France,Female,FullAccess,True,False,2
4638,138341.51,652.0,39.0,9.0,50072.94,29.0,Italy,Female,Savings,True,True,2
4639,0.0,639.0,32.0,9.0,100000.325,32.0,Netherlands,Male,FullAccess,True,False,0
4640,0.0,683.0,30.0,2.0,100000.325,24.0,France,Female,FullAccess,False,True,5
4641,0.0,663.0,30.0,4.0,101371.05,71.0,Netherlands,Male,Savings,True,False,0
4642,146466.46,826.0,41.0,5.0,180934.67,70.0,Netherlands,Male,FullAccess,False,False,4
4643,0.0,735.0,36.0,5.0,105152.17,82.0,Italy,Male,Savings,True,False,6
4644,0.0,682.0,58.0,1.0,706.5,21.0,France,Female,Savings,True,False,2
